	S004_0w	S004_4w	S009_0w	S009_4w	S013_0w	S013_4w	S021_0w	S021_4w	S032_0w	S032_4w	S033_0w	S033_4w	S035_0w	S035_4w	S037_0w	S037_4w	S044_0w	S044_4w	S055_0w	S055_4w	S056_0w	S056_4w	S064_0w	S064_4w	S070_0w	S070_4w	S071_0w	S071_4w	S072_0w	S072_4w	S076_0w	S076_4w	S081_0w	S081_4w	S090_0w	S090_4w	S091_0w	S091_4w	S095_0w	S095_4w	S096_0w	S096_4w	S100_0w	S100_4w	S105_0w	S105_4w	S106_0w	S106_4w	S113_0w	S113_4w	S115_0w	S115_4w	S117_0w	S117_4w	S127_0w	S127_4w	S128_0w	S128_4w	S139_0w	S139_4w	S140_0w	S140_4w	S142_0w	S142_4w	S144_0w	S144_4w	S150_0w	S150_4w	S005_0w	S005_4w	S008_0w	S008_4w	S011_0w	S011_4w	S016_0w	S016_4w	S019_0w	S019_4w	S023_0w	S023_4w	S028_0w	S028_4w	S031_0w	S031_4w	S034_0w	S034_4w	S036_0w	S036_4w	S041_0w	S041_4w	S045_0w	S045_4w	S053_0w	S053_4w	S057_0w	S057_4w	S059_0w	S059_4w	S065_0w	S065_4w	S077_0w	S077_4w	S078_0w	S078_4w	S080_0w	S080_4w	S082_0w	S082_4w	S085_0w	S085_4w	S107_0w	S107_4w	S109_0w	S109_4w	S112_0w	S112_4w	S114_0w	S114_4w	S120_0w	S120_4w	S121_0w	S121_4w	S122_0w	S122_4w	S123_0w	S123_4w	S130_0w	S130_4w	S131_0w	S131_4w	S138_0w	S138_4w	S148_0w	S148_4w
Acetate	0.023288049997880415	0.020148255307381478	0.024641523426548566	0.026621824616796987	0.06001877847359994	0.006606628640140964	0.030996044660710813	0.1380943000214353	0.014759879122299603	0.01856304135392514	5.588724988328942e-05	0.0002357918950597073	0.0016375566504910385	0.010234657885666592	0.0007954497406401298	0.00034357799722455203	2.2791230131252144e-05	0.00017474667546606303	0.11857752600510846	0.1357194489975255	0.018025015386029936	0.0233671298794418	0.023136545250497638	0.01043852911521739	0.013096076452822802	0.016155421841543213	0.009961363126028439	0.025378284922249673	0.010487362467769537	0.09538676046467476	0.003495729994564529	0.0635134703277722	0.027281938018095392	0.015350588269241938	0.007005292994257835	0.007480961377844034	0.007028295193665643	0.007015442306768877	0.011209860919451588	0.00716006523586103	0.005390760063906529	0.0014455862267220326	0.002807246442243708	0.0014663016310033526	0.0032254070143118672	0.00355867019646255	0.009654923644749317	0.06873487835973693	0.006589356337356718	0.02494650626942667	0.023517656411055802	0.012373414540808881	0.014921082909441614	0.014583362374136368	0.009603665935654447	0.010197040920086026	0.0031143266784771037	0.005717283930579986	0.00048221445569764375	0.022969107638136383	0.007237745600741387	2.5614477618357156e-05	0.005944098340212069	0.0013795076985849168	0.006321218173568027	0.002877805554733261	0.0025013695079285406	0.002680395661409462	0.01049863536500502	0.038313878436483054	0.017542366308840186	0.009586041955708658	0.012226587779755767	0.022860901080176202	0.00047355865709785373	0.0031238489238672434	0.008463076127259758	0.006517024866645548	0.009326093269936025	0.005638815791520333	0.01250693856600892	0.0024215286016332337	0.0019004663221362527	0.003238707743294934	0.0016129752573263976	0.0016811801532360495	0.0020118821549159234	0.009413326660819982	0.011192122040304217	0.009283789767855115	0.005620105406348	0.005686856619942803	0.0022905231287147394	0.002596331165194674	0.003747179326968487	0.03186615078203722	0.03791837677107413	0.020038980123031958	0.016093515540118924	0.013038199334086493	0.040396171414075296	0.012203042672769652	0.015211378751325234	0.014209393156001348	0.01052858565277107	0.0033261734826885276	0.020647798401441254	0.034290546344359	0.02120538230038543	0.005379085485860231	0.020394575989916647	0.010800995479090003	0.03628714799310746	0.02507917375321085	0.013577141590482159	0.005466489992681113	0.01349544716468567	0.010771447236349064	0.00718071299155639	0.17003037982870417	0.01386925456202235	0.0023913910352497615	0.14168590878778692	0.012859197638018544	0.013412858778691868	0.014655580708221283	0.006304892983763482	0.008769869094653637	0.009185435017627686	0.0015472333022752778	0.0005266613334417813	0.001954813906414895	0.007219920235420361	0.0017394219935593456
Propionate	0.029073492360242443	0.017667299410458123	0.009873226193041864	0.02952739080647834	0.06651892779588268	0.005152282867824469	0.019665822630184356	0.06238426102118365	0.013213969204995376	0.003221634054347173	0.0023341439458135957	0.0021883065372822934	0.0033026862150993585	0.008090449610430418	0.0021461515219701062	0.0028209305677407226	0.0014090687589920282	0.0015952938889117294	0.06686619986742737	0.014016174962262167	0.012282556859226726	0.011242497296170608	0.014897652542809699	0.005581852005953129	0.007131608690859775	0.00844357318353451	0.0034867067888646056	0.0164314314115227	0.009482810475567647	0.014325125659701003	0.004068930258864003	0.03879587204757653	0.014322076995616374	0.005288428960265652	0.005384738818821228	0.005297768116971369	0.005867740234986923	0.006813634063749598	0.004872002011628478	0.004537981070399476	0.006371548807635497	0.0026917522016654915	0.004440795261058864	0.002572197670255689	0.004586018578507596	0.003088721763408771	0.007429815098450269	0.02086397814038879	0.005907095203003037	0.0214620928081992	0.014005042307639827	0.009226862899565098	0.009869778735843287	0.008161801944574578	0.009802019126581999	0.009745584477168492	0.004227819765821178	0.004988062555904959	0.003969889887647822	0.017928027348899277	0.006649838739779969	0.0038386462050998436	0.0065994820545426745	0.005491840907560988	0.008971144398341067	0.004421782655530058	0.00165444244548312	0.002819394984137336	0.019979254622622695	0.03656248341531175	0.01502056465199353	0.012644114582217023	0.008661962643459762	0.01114986601244004	0.0032821058428315355	0.0031756055204515948	0.003578436406910603	0.004562841879168074	0.0058344653387414885	0.005866090248029905	0.01583671809829956	0.004181499778690187	0.0023593743552682385	0.003299786410083125	0.0026782562153249926	0.0013441829522861826	0.0007946033519686443	0.0016086570193481692	0.005970084100769934	0.007183539326679266	0.0009083709920794577	0.0008871397481126824	0.0013261578775953559	0.0018834761293634783	0.003483795336415957	0.017487100206596905	0.016405386383285883	0.012450843601739202	0.007622912704947735	0.014003509738624699	0.014619171053682812	0.008724239508087487	0.014504634693714229	0.008494768089674039	0.008318015545139654	0.005781798760430939	0.012319961246642091	0.015300416543617473	0.009123053712903338	0.0056482648726676075	0.017167536821286775	0.010051096198061672	0.021888316078577094	0.014861430880086299	0.005707724225862291	0.008628333321144618	0.011426711773624863	0.01289299263817847	0.0067866574960914715	0.03231755754570919	0.005240313276219529	0.0019526666614091085	0.051593933491495166	0.0072095588336774565	0.0074117980096458334	0.0012589140879691089	0.004840664238994282	0.0036247959011078443	0.00831427606326683	0.0035892547047162277	0.003538516197719269	0.00413771433166128	0.004218323549272066	0.003064079510869901
Butyrate	0.024884	0.010184	0.00316	0.005099	0.012175	0.001027	0.007687	0.035023	0.001104	0.000482	0.000993	0.000992	0.000897	0.001649	0.001088	0.001383	0.000736	0.000745	0.040635	0.001219	0.005372	0.005533	0.005819	0.001543	0.003344	0.001731	0.002059	0.003446	0.005395	0.014342	0.001414	0.011903	0.002499	0.000816	0.00207	0.002425	0.001424	0.001879	0.002847	0.00271	0.00174	0.001575	0.001171	0.001448	0.001634	0.001136	0.002838	0.012744	0.001815	0.008555	0.008202	0.004534	0.002545	0.002166	0.004375	0.005133	0.001712	0.002725	0.00083	0.004595	0.003424	0.00264	0.002285	0.001848	0.001152	0.001046	0.000842	0.000802	0.005721	0.007774	0.004316	0.004799	0.003877	0.001915	0.001379	0.003479	0.000898	0.00125	0.001398	0.003217	0.003651	0.001095	0.001103	0.002359	0.001023	0.000873	0.000496	0.000604	0.001411	0.002047	0.000733	0.000783	0.000779	0.000894	0.001707	0.002126	0.002021	0.00224	0.0049	0.009496	0.001614	0.001242	0.006151	0.001204	0.001819	0.002159	0.005217	0.002289	0.001155	0.001142	0.004617	0.003983	0.003656	0.004288	0.0014	0.002475	0.006227	0.008116	0.001691	0.029372	0.005964	0.002209	0.024998	0.001275	0.002158	0.001554	0.001653	0.002104	0.003368	0.001872	0.001511	0.001419	0.002333	0.001523
